State,District,Crop,Seed_Variety,Rainfall_mm,Temperature_C,Soil_pH,Soil_Moisture,Humidity,Irrigation_Count,Previous_Yield_kg_ha,Area_Hectares,Yield_kg_ha
Karnataka,Mysuru,Rice,IR-64 (Andhra/Telangana),852.4902412496264,26.248941020163507,6.39,25.5,62,2,2119,4.3,4497.78
Uttar Pradesh,Agra,Sugarcane,Co-94012 (South India),792.6888949253346,29.55993644419752,5.54,22.0,66,2,2296,4.59,80029.79
Telangana,Khammam,Sugarcane,Co-0238 (UP/North India),1006.4718015482588,27.567017220955133,6.12,23.3,78,7,4301,3.97,81133.18
Andhra Pradesh,Guntur,Maize,HQPM-1 (Karnataka/AP),821.7354923692114,27.49751991898174,5.75,18.3,63,2,5447,3.48,3866.47
Maharashtra,Nagpur,Maize,NK-6240 (Maharashtra/AP),810.4149619946944,25.233603680276943,6.95,39.8,67,2,5429,2.11,4337.63
Karnataka,Dharwad,Sugarcane,Co-94012 (South India),728.8425435599991,30.26718959706969,5.32,29.0,49,1,2716,1.29,79818.1
Karnataka,Dharwad,Sugarcane,Co-94012 (South India),798.2409217683048,29.90211459934845,6.56,22.0,56,6,3538,4.76,80600.74
Karnataka,Dharwad,Maize,NK-6240 (Maharashtra/AP),852.7199023057416,30.725775391735606,6.42,23.9,59,3,5065,0.82,4364.29
Maharashtra,Nashik,Maize,Kaveri-50 (South India),,28.19631851378773,,,55,6,4752,1.77,3657.87
Telangana,Nalgonda,Wheat,PBW-343 (Punjab/Haryana),773.9550422480821,27.21467064414424,6.71,8.0,57,2,1883,0.51,3128.68
Andhra Pradesh,Krishna,Wheat,HW-2045 (North India),1069.8433207391258,23.4792208769447,6.9,21.5,73,5,6091,4.56,4293.54
Uttar Pradesh,Agra,Maize,NK-6240 (Maharashtra/AP),750.6224513270896,32.478294515944775,7.54,10.5,69,2,5051,0.69,3913.52
Karnataka,Dharwad,Rice,IR-64 (Andhra/Telangana),1062.6125231340347,22.23921894384064,7.13,32.3,41,7,5699,1.31,5275.3
Punjab,Amritsar,Maize,HQPM-1 (Karnataka/AP),795.555050642055,30.79783353024077,6.28,29.3,81,1,5354,2.78,3139.21
Punjab,Ludhiana,Cotton,Bollgard-II (Maharashtra),1098.5350150190447,26.72910889476369,6.65,27.7,68,4,3740,1.89,2561.27
Punjab,Ludhiana,Rice,MTU-1010 (AP/Telangana),640.7622485062645,27.33127871479528,6.61,29.7,65,5,1874,3.07,4753.94
Punjab,Amritsar,Sugarcane,Co-86032 (Tamil Nadu/AP),917.4367122102624,25.26082415394553,5.9,19.3,58,2,4604,1.79,80337.03
Andhra Pradesh,Nellore,Sugarcane,Co-0238 (UP/North India),1353.3359879956938,25.19898744856402,6.24,20.0,76,2,1627,3.88,81435.17
Maharashtra,Nashik,Wheat,HW-2045 (North India),826.4337820516108,25.65187050751465,6.2,39.4,62,1,6020,1.42,3112.19
Punjab,Jalandhar,Rice,IR-64 (Andhra/Telangana),700.7143188983582,27.62906181465221,6.73,31.7,56,2,6264,4.66,5163.68
Maharashtra,Aurangabad,Rice,MTU-1010 (AP/Telangana),870.8425168999014,24.96919294627448,6.26,10.9,55,0,6076,3.52,5453.66
Uttar Pradesh,Lucknow,Wheat,HW-2045 (North India),1094.488693198189,36.33329926715961,7.79,14.8,59,4,2591,4.71,3768.83
Karnataka,Dharwad,Rice,IR-64 (Andhra/Telangana),1075.3310342621858,27.734436327365565,6.93,27.8,64,1,4990,4.51,5761.64
Andhra Pradesh,Chittoor,Cotton,RCH-659 (South & Central India),965.2222661705244,28.53994573241792,4.81,39.9,77,6,1868,4.18,2151.31
Karnataka,Mysuru,Cotton,JKCH-1947 (Gujarat/MH),881.468223392489,26.65247770961624,6.35,21.6,47,1,3073,2.22,1900.06
Maharashtra,Aurangabad,Maize,NK-6240 (Maharashtra/AP),443.1314114867524,27.308169777788827,6.22,24.4,51,6,6988,4.39,3984.79
Maharashtra,Nashik,Cotton,RCH-659 (South & Central India),1149.8324278099385,26.67023053190048,7.13,24.0,61,7,6758,3.19,2807.16
Andhra Pradesh,Guntur,Wheat,HD-2967 (North-West India),999.1575011498386,22.90148489707918,6.02,8.9,72,4,2144,4.04,3236.8
Telangana,Warangal,Rice,IR-64 (Andhra/Telangana),1102.2232300265025,29.412623174516817,7.32,8.3,48,1,5427,4.05,5335.84
Telangana,Karimnagar,Cotton,Bollgard-II (Maharashtra),1037.220958829341,26.607654722562057,6.42,19.3,75,5,3972,4.36,1399.74
Telangana,Nalgonda,Sugarcane,Co-0238 (UP/North India),1130.450375494313,29.189407605232244,6.75,22.1,55,6,3147,1.03,81353.86
Uttar Pradesh,Agra,Maize,HQPM-1 (Karnataka/AP),1143.9541798361772,30.71459055379845,5.75,10.7,57,0,6853,3.23,4411.81
Telangana,Warangal,Maize,NK-6240 (Maharashtra/AP),555.5956248114408,25.5232909854017,7.11,21.3,75,1,6973,2.35,4124.92
Maharashtra,Pune,Wheat,PBW-343 (Punjab/Haryana),981.9552932107712,30.734945488382404,5.89,27.4,69,4,5900,3.56,3623.34
Uttar Pradesh,Kanpur,Sugarcane,Co-86032 (Tamil Nadu/AP),1034.328914386051,32.17022614082255,6.75,21.1,71,0,4179,3.89,80728.37
Karnataka,Mysuru,Wheat,PBW-343 (Punjab/Haryana),1166.0285458336784,27.15216884455752,6.29,17.1,61,2,5264,2.34,4711.26
Telangana,Nalgonda,Rice,IR-64 (Andhra/Telangana),,25.144336042055457,,,68,4,4104,4.95,4298.93
Punjab,Patiala,Sugarcane,Co-86032 (Tamil Nadu/AP),,25.50019022492531,,,60,7,4806,4.24,80342.53
Maharashtra,Nashik,Sugarcane,Co-0238 (UP/North India),802.6162521799165,31.18192983973266,6.04,11.3,79,5,4354,3.55,79559.33
Karnataka,Belagavi,Sugarcane,Co-86032 (Tamil Nadu/AP),,24.286969332223684,,,71,1,2303,4.34,79820.81
Karnataka,Bengaluru Rural,Sugarcane,Co-94012 (South India),1297.2911048119818,28.39690227215027,6.05,30.8,68,5,2149,2.78,80762.16
Punjab,Patiala,Rice,IR-64 (Andhra/Telangana),673.0609549632699,32.81749373274619,6.81,33.5,65,0,5751,2.58,4332.4
Telangana,Nalgonda,Maize,NK-6240 (Maharashtra/AP),1124.57046400701,22.99783048660968,6.87,22.8,60,5,2593,2.37,4703.82
Andhra Pradesh,Krishna,Sugarcane,Co-94012 (South India),1145.0233837675262,28.745612821440115,6.29,14.4,83,7,3878,4.16,80937.83
Uttar Pradesh,Agra,Maize,HQPM-1 (Karnataka/AP),1512.364949739525,23.38293860076856,5.85,38.8,62,6,4009,4.62,4978.47
Karnataka,Belagavi,Sugarcane,Co-86032 (Tamil Nadu/AP),642.0663550508723,31.396761770803785,6.52,8.2,48,4,5978,3.8,78901.78
Maharashtra,Nashik,Sugarcane,Co-0238 (UP/North India),690.2646869799245,28.930328491802587,7.49,35.8,80,4,4327,2.72,80769.35
Punjab,Ludhiana,Wheat,PBW-343 (Punjab/Haryana),869.7595474033194,31.43618924690552,6.5,38.4,67,2,4404,3.42,3755.43
Maharashtra,Aurangabad,Maize,NK-6240 (Maharashtra/AP),714.3789418654039,25.80142957621246,7.24,13.7,74,3,6029,4.01,4300.94
Maharashtra,Pune,Sugarcane,Co-86032 (Tamil Nadu/AP),,30.488915917932783,,,53,5,5375,0.85,81209.87
Punjab,Patiala,Maize,HQPM-1 (Karnataka/AP),795.1711136670697,28.37154086727584,7.48,10.1,51,2,4066,2.76,4582.69
Maharashtra,Pune,Cotton,JKCH-1947 (Gujarat/MH),1203.2052462579666,25.7379755429358,6.14,30.1,61,3,6540,3.51,1747.15
Maharashtra,Pune,Wheat,HD-2967 (North-West India),818.7919065826702,29.79725107720252,7.36,21.3,63,4,3540,4.85,3556.42
Punjab,Jalandhar,Sugarcane,Co-86032 (Tamil Nadu/AP),474.4466834799972,25.88014509781171,6.13,17.6,57,7,5631,1.45,79626.07
Telangana,Warangal,Cotton,Bollgard-II (Maharashtra),805.1488752535395,28.662228372075425,7.03,13.0,70,4,6081,4.01,988.43
Punjab,Jalandhar,Sugarcane,Co-86032 (Tamil Nadu/AP),630.0402115528702,23.558678319104743,6.4,39.5,56,0,2187,2.96,79192.98
Andhra Pradesh,Krishna,Wheat,PBW-343 (Punjab/Haryana),943.490287421427,23.86324251762877,6.51,23.1,75,7,4459,1.98,4171.3
Karnataka,Bengaluru Rural,Cotton,JKCH-1947 (Gujarat/MH),,26.541024213597435,,,61,3,3074,4.7,3200.9
Andhra Pradesh,Krishna,Rice,Sona-Masoori (South India),680.4324815816585,30.866848168443823,6.64,23.7,78,5,3553,2.19,4983.43
Andhra Pradesh,Krishna,Sugarcane,Co-94012 (South India),766.9219335175525,31.682987129417025,6.57,35.0,53,1,5058,3.15,79768.1
Punjab,Patiala,Sugarcane,Co-0238 (UP/North India),1067.525010031288,32.280362133967174,6.15,20.0,51,7,5704,4.75,80738.0
Maharashtra,Nagpur,Sugarcane,Co-94012 (South India),1075.3138897941817,28.135631731887283,6.76,8.2,78,5,2370,4.71,81327.02
Telangana,Khammam,Wheat,HD-2967 (North-West India),1265.3815515691258,24.447462122823467,7.71,32.4,72,3,6160,0.73,4114.01
Karnataka,Mysuru,Rice,Sona-Masoori (South India),914.0840717030302,25.70748993678153,7.22,13.1,59,7,3190,1.28,5191.4
Maharashtra,Nashik,Cotton,JKCH-1947 (Gujarat/MH),1205.3089150167402,25.794946920740028,7.36,12.0,71,5,5937,0.8,2914.95
Andhra Pradesh,Nellore,Maize,NK-6240 (Maharashtra/AP),1283.4637352580437,27.98245576708274,6.08,9.0,63,2,5569,1.83,5013.22
Karnataka,Belagavi,Wheat,PBW-343 (Punjab/Haryana),1245.6604839160482,33.31014871319219,5.18,37.2,69,3,3017,4.08,4868.16
Karnataka,Belagavi,Maize,Kaveri-50 (South India),723.7406299650847,25.969592081178053,7.01,10.8,51,6,4459,3.7,3837.78
Karnataka,Belagavi,Sugarcane,Co-0238 (UP/North India),679.9449522944183,23.088899980297423,7.01,14.1,57,2,3477,4.74,79438.44
Telangana,Karimnagar,Cotton,JKCH-1947 (Gujarat/MH),851.080360280762,32.67553263313762,6.26,30.9,56,7,1628,2.48,1806.03
Telangana,Khammam,Rice,Sona-Masoori (South India),936.885227966332,27.769459469037127,7.11,34.3,68,5,6543,3.8,5165.56
Uttar Pradesh,Agra,Sugarcane,Co-0238 (UP/North India),1188.007850702379,33.877591322884975,5.54,9.4,65,7,3685,1.97,81080.21
Uttar Pradesh,Kanpur,Sugarcane,Co-86032 (Tamil Nadu/AP),869.3227666010689,27.82680330996828,5.82,11.8,69,1,4264,3.06,81178.54
Telangana,Warangal,Rice,Sona-Masoori (South India),983.5441043112244,26.95659332911337,5.36,9.6,49,0,6356,3.1,4746.74
Andhra Pradesh,Chittoor,Rice,MTU-1010 (AP/Telangana),1170.6727634717683,25.851063718637423,6.44,19.2,54,0,6091,2.67,5119.9
Telangana,Khammam,Wheat,HW-2045 (North India),787.2102853977503,29.431092799688223,7.22,34.4,69,5,1906,2.89,3380.82
Maharashtra,Nashik,Maize,NK-6240 (Maharashtra/AP),893.2920390727351,25.7015648410503,5.81,29.0,61,6,5614,3.98,4436.8
Uttar Pradesh,Agra,Rice,Sona-Masoori (South India),919.0595569203936,26.870701941969635,5.77,29.8,80,7,3945,1.75,5195.63
Uttar Pradesh,Agra,Maize,NK-6240 (Maharashtra/AP),723.5985548819577,24.202697128357748,6.23,37.0,83,7,6387,4.86,3988.64
Uttar Pradesh,Agra,Cotton,Bollgard-II (Maharashtra),680.7673873040864,23.598256333492195,5.15,18.1,62,6,5181,4.21,1139.77
Karnataka,Bengaluru Rural,Wheat,HD-2967 (North-West India),958.506113588287,26.630149836739427,7.22,21.8,71,7,6052,1.89,4093.54
Uttar Pradesh,Varanasi,Wheat,HD-2967 (North-West India),445.50519365321134,30.15899303419459,6.44,31.3,78,2,3623,3.47,2678.76
Andhra Pradesh,Chittoor,Rice,MTU-1010 (AP/Telangana),717.5993825481476,28.76496061045586,5.72,17.8,61,0,3109,4.54,4339.4
Uttar Pradesh,Lucknow,Sugarcane,Co-86032 (Tamil Nadu/AP),851.4327170053701,24.85472974944573,7.13,13.2,59,0,3053,4.36,80138.74
Uttar Pradesh,Varanasi,Rice,IR-64 (Andhra/Telangana),727.156375646516,31.15797091934494,6.99,19.7,65,7,3402,2.81,4229.71
Punjab,Ludhiana,Maize,Kaveri-50 (South India),609.5168770859389,26.41882363937981,6.08,16.3,55,3,4695,3.92,3309.37
Punjab,Jalandhar,Wheat,HW-2045 (North India),869.6811310410828,33.68740170441813,6.8,14.9,65,6,2687,2.33,4466.72
Karnataka,Belagavi,Cotton,RCH-659 (South & Central India),880.4403519141838,27.18806904663368,6.69,18.8,52,2,4906,4.22,1268.25
Telangana,Karimnagar,Wheat,HW-2045 (North India),,29.32749891076877,,,61,1,3682,1.03,4361.94
Karnataka,Belagavi,Cotton,RCH-659 (South & Central India),784.1694087908486,23.878698328470733,6.53,28.4,80,7,1744,2.43,2089.05
Telangana,Khammam,Cotton,Bollgard-II (Maharashtra),735.4274396851948,26.126496559397644,6.63,24.8,50,4,2631,0.77,1197.44
Telangana,Khammam,Maize,Kaveri-50 (South India),769.9044699494011,26.549904925917744,5.9,8.6,76,6,6016,3.43,3917.66
Punjab,Ludhiana,Sugarcane,Co-0238 (UP/North India),809.8975036075366,26.54000239250589,6.11,39.9,55,1,3387,4.13,79874.64
Uttar Pradesh,Kanpur,Rice,Sona-Masoori (South India),884.4726675199538,31.80093753275393,6.91,31.2,60,4,3672,0.61,5504.21
Punjab,Patiala,Sugarcane,Co-94012 (South India),1079.199699497375,20.126332680101765,6.73,12.8,73,5,1694,1.64,80507.54
Punjab,Jalandhar,Maize,HQPM-1 (Karnataka/AP),841.3351656133593,28.00325803473936,6.37,12.1,71,4,5129,1.11,4713.49
Maharashtra,Aurangabad,Rice,IR-64 (Andhra/Telangana),957.8614806313932,29.7627133820402,6.37,31.3,52,6,6395,4.33,4451.23
Maharashtra,Nashik,Cotton,JKCH-1947 (Gujarat/MH),919.8994655940091,29.43920219890568,5.98,25.6,51,3,6203,1.3,1211.31
Uttar Pradesh,Varanasi,Rice,MTU-1010 (AP/Telangana),892.1219188942442,28.46159665961221,7.14,39.9,52,4,2351,3.57,4574.57
Maharashtra,Nashik,Rice,MTU-1010 (AP/Telangana),701.9254019489734,26.10315401162676,5.95,26.5,70,5,1670,1.34,4752.51
Uttar Pradesh,Lucknow,Cotton,RCH-659 (South & Central India),1421.5117623842784,23.94834177384952,6.28,12.0,56,6,6375,2.63,2550.03
Maharashtra,Nashik,Wheat,HD-2967 (North-West India),995.0495922883484,26.871377257748385,5.45,20.8,53,6,5862,4.58,4526.36
Punjab,Amritsar,Wheat,HD-2967 (North-West India),725.1704480430845,31.56860400307307,6.53,31.4,65,6,1865,1.88,3996.85
Punjab,Amritsar,Rice,MTU-1010 (AP/Telangana),1104.531821562046,20.126023630247666,6.11,26.6,56,2,2297,2.75,4954.35
Uttar Pradesh,Lucknow,Maize,Kaveri-50 (South India),977.0214151897852,27.39365078671505,6.01,20.7,58,1,6245,1.68,4910.89
Andhra Pradesh,Nellore,Wheat,HW-2045 (North India),,27.72665916596598,,,80,6,6052,0.94,3859.76
Punjab,Patiala,Sugarcane,Co-86032 (Tamil Nadu/AP),,25.7004661921774,,,75,4,5122,4.73,79851.56
Telangana,Karimnagar,Cotton,JKCH-1947 (Gujarat/MH),1026.3973104589686,32.71189587914901,7.86,34.5,70,5,1518,2.82,1178.14
Karnataka,Dharwad,Wheat,PBW-343 (Punjab/Haryana),1070.5173725156578,27.941622662816886,6.37,33.9,63,4,1671,0.75,4469.99
Maharashtra,Nashik,Maize,HQPM-1 (Karnataka/AP),1110.1836205323873,28.2273087757366,5.72,22.2,76,3,5978,3.34,4583.2
Maharashtra,Pune,Wheat,HW-2045 (North India),1016.6363278625316,32.21179014670962,6.81,25.3,76,7,4274,4.04,4550.28
Uttar Pradesh,Agra,Cotton,JKCH-1947 (Gujarat/MH),1097.8022597532204,25.72108877186704,5.19,28.0,48,4,4718,4.48,2749.71
Andhra Pradesh,Chittoor,Rice,Sona-Masoori (South India),692.7680967487761,25.32404455316389,6.36,8.8,59,6,3137,4.2,4679.03
Karnataka,Bengaluru Rural,Sugarcane,Co-0238 (UP/North India),914.284088790316,30.734684130965704,5.32,26.9,71,3,4436,0.77,80510.33
Uttar Pradesh,Varanasi,Cotton,JKCH-1947 (Gujarat/MH),1176.4079228810178,30.725962197851235,6.34,29.5,82,3,2313,4.95,1669.93
Uttar Pradesh,Varanasi,Rice,MTU-1010 (AP/Telangana),1032.2540749730272,27.699340540892145,6.48,13.4,69,6,3354,4.02,4546.63
Telangana,Khammam,Rice,MTU-1010 (AP/Telangana),1402.6204086478945,24.032567076695653,7.09,18.4,64,2,4434,3.26,6404.39
Karnataka,Dharwad,Cotton,Bollgard-II (Maharashtra),748.8344831261961,30.390042270315124,6.04,24.7,75,5,5579,3.96,2067.81
Uttar Pradesh,Lucknow,Sugarcane,Co-94012 (South India),1027.1414693395798,33.207036896155216,5.88,21.1,74,4,1990,2.07,80791.29
Punjab,Jalandhar,Rice,IR-64 (Andhra/Telangana),1085.82803238573,23.22476727926702,6.13,15.2,65,4,3656,2.36,4830.75
Andhra Pradesh,Guntur,Maize,Kaveri-50 (South India),915.23227346234,22.575501477129222,6.4,18.2,56,4,4097,0.91,3747.41
Andhra Pradesh,Guntur,Wheat,HD-2967 (North-West India),730.2845516285563,26.41027000628392,6.62,9.9,72,0,6103,1.05,2693.69
Telangana,Khammam,Sugarcane,Co-0238 (UP/North India),472.9537326708524,30.36360480127441,7.21,27.6,55,7,2962,2.23,79437.97
Uttar Pradesh,Agra,Cotton,RCH-659 (South & Central India),1402.9564991106568,22.70802211927688,6.09,34.6,72,7,3279,2.12,2959.93
Uttar Pradesh,Kanpur,Sugarcane,Co-94012 (South India),502.7631792709726,32.68038077184116,6.25,17.4,82,6,3181,4.49,79924.87
Andhra Pradesh,Chittoor,Cotton,JKCH-1947 (Gujarat/MH),691.590963772887,29.86057290841284,6.71,18.2,85,6,3331,4.12,1332.01
Punjab,Ludhiana,Maize,HQPM-1 (Karnataka/AP),849.3288995407223,24.91099113874104,7.02,12.8,64,6,3105,2.15,4520.87
Maharashtra,Aurangabad,Wheat,PBW-343 (Punjab/Haryana),806.2989038762321,25.92282550573787,7.12,20.7,69,2,4417,3.39,3415.86
Andhra Pradesh,Nellore,Cotton,RCH-659 (South & Central India),833.2184160148269,29.120973459843537,6.28,25.5,60,5,3878,2.8,2077.3
Punjab,Ludhiana,Sugarcane,Co-0238 (UP/North India),809.9901828107543,24.95173015750637,6.72,12.4,77,3,4683,1.91,80591.19
Telangana,Nalgonda,Sugarcane,Co-86032 (Tamil Nadu/AP),1157.3643703995892,30.553103830099577,5.81,35.9,61,2,6917,2.97,81071.07
Uttar Pradesh,Kanpur,Cotton,Bollgard-II (Maharashtra),1050.7736712372084,24.523126524385347,7.99,22.7,59,6,2891,3.64,2266.12
Andhra Pradesh,Nellore,Wheat,HW-2045 (North India),1118.0492500182445,26.39719644082062,6.16,21.0,51,6,6568,1.84,4652.94
Karnataka,Mysuru,Rice,MTU-1010 (AP/Telangana),768.8582465582373,32.232709376035004,6.75,19.8,37,6,5275,2.78,5073.84
Telangana,Karimnagar,Wheat,PBW-343 (Punjab/Haryana),854.6377326881208,27.1278204911404,7.1,21.3,70,0,2438,2.56,3959.23
Telangana,Nalgonda,Maize,HQPM-1 (Karnataka/AP),1114.5035488255364,24.60131304462168,5.29,27.1,62,7,3236,2.38,4917.02
Telangana,Warangal,Wheat,HW-2045 (North India),721.329830752392,29.32447966754835,6.69,21.8,52,3,3653,1.0,3145.54
Uttar Pradesh,Lucknow,Wheat,HW-2045 (North India),1213.210658606871,25.931213842949475,6.08,29.6,62,7,1645,4.94,4993.25
Punjab,Amritsar,Cotton,JKCH-1947 (Gujarat/MH),696.7464069349676,30.381479704871968,6.64,35.4,50,7,4079,4.22,1303.28
Andhra Pradesh,Krishna,Maize,HQPM-1 (Karnataka/AP),704.4991268722408,24.841039088818995,5.44,21.4,64,1,3659,3.69,4105.85
Telangana,Khammam,Cotton,Bollgard-II (Maharashtra),1127.239957307033,29.107866457147487,6.64,17.1,58,5,4395,1.02,2299.98
Uttar Pradesh,Lucknow,Sugarcane,Co-0238 (UP/North India),902.306608536082,31.906091806513352,6.53,24.1,81,0,4199,4.08,80197.4
Punjab,Ludhiana,Sugarcane,Co-94012 (South India),,32.051844005086025,,,61,7,6838,4.77,80380.48
Telangana,Nalgonda,Cotton,JKCH-1947 (Gujarat/MH),1000.8672295269794,25.57724050772596,7.29,19.0,76,0,5144,1.91,1414.87
Maharashtra,Pune,Rice,Sona-Masoori (South India),549.5229830709405,32.12064469019446,6.68,34.1,58,7,5651,3.14,3685.08
Maharashtra,Aurangabad,Rice,Sona-Masoori (South India),1301.5661901128883,28.065475770796493,5.97,23.1,39,3,3994,3.09,5848.92
Uttar Pradesh,Agra,Rice,IR-64 (Andhra/Telangana),1012.694063412692,29.976692154378764,6.08,14.5,49,7,2388,1.6,5451.25
Punjab,Amritsar,Rice,IR-64 (Andhra/Telangana),765.5813547016394,31.239823091854305,6.6,26.6,47,0,3821,3.78,3799.97
Punjab,Patiala,Sugarcane,Co-94012 (South India),1101.6455238526837,21.859863992065087,6.63,11.7,81,4,1654,2.59,80886.19
Karnataka,Dharwad,Sugarcane,Co-94012 (South India),1085.9754192200733,24.58553173488092,6.41,18.9,43,0,5772,1.9,80832.59
Karnataka,Belagavi,Rice,MTU-1010 (AP/Telangana),1116.3896121893104,29.80159468596572,6.77,18.9,61,5,4011,2.24,5874.48
Andhra Pradesh,Krishna,Sugarcane,Co-0238 (UP/North India),642.4609666341014,35.902607393107616,6.27,29.2,60,3,4510,4.85,80505.11
Telangana,Khammam,Maize,Kaveri-50 (South India),678.960380014058,18.4405417872853,6.54,30.6,62,1,4293,4.9,3284.03
Maharashtra,Aurangabad,Rice,Sona-Masoori (South India),1088.1705788215145,23.343871093915467,6.61,12.9,73,7,4910,2.04,6024.79
Maharashtra,Nashik,Maize,Kaveri-50 (South India),757.1564368956808,28.187972416748625,7.1,27.1,60,2,2315,2.1,4428.96
Telangana,Khammam,Rice,IR-64 (Andhra/Telangana),610.7876674653396,30.73345464491355,6.82,33.2,71,1,1971,3.82,4502.51
Andhra Pradesh,Guntur,Sugarcane,Co-86032 (Tamil Nadu/AP),628.3437057615731,24.36359740047196,5.93,11.0,66,0,2370,3.2,79822.96
Uttar Pradesh,Varanasi,Wheat,HD-2967 (North-West India),800.701170963503,23.642055908404505,6.71,31.3,52,6,4442,1.62,3915.37
Andhra Pradesh,Nellore,Rice,Sona-Masoori (South India),503.4745852945092,25.17957426968773,6.75,34.0,66,1,2353,3.01,3252.01
Punjab,Jalandhar,Rice,Sona-Masoori (South India),1037.6969337791909,26.81863168174701,6.5,18.5,81,1,6867,1.31,5352.52
Karnataka,Dharwad,Maize,HQPM-1 (Karnataka/AP),814.3557319796118,21.320460191468698,7.4,32.0,61,1,5365,2.6,3851.42
Karnataka,Mysuru,Wheat,HD-2967 (North-West India),789.498292009899,32.12296767177247,5.36,31.0,60,3,5374,4.37,3116.89
Maharashtra,Nagpur,Rice,Sona-Masoori (South India),1222.5534529985612,22.9837712033948,7.23,36.3,72,0,4613,3.34,5625.89
Karnataka,Dharwad,Rice,Sona-Masoori (South India),612.2115658617827,17.563224691801004,6.01,18.2,74,4,6878,4.33,4653.85
Karnataka,Mysuru,Sugarcane,Co-94012 (South India),1075.1751530301458,37.35129055565393,6.44,27.3,66,7,1753,3.95,80603.72
Karnataka,Bengaluru Rural,Cotton,RCH-659 (South & Central India),1140.4967972679603,26.6704581049558,6.95,28.0,72,7,3376,2.18,2577.73
Uttar Pradesh,Varanasi,Rice,IR-64 (Andhra/Telangana),1066.2388644339292,24.041428283153568,5.53,22.2,63,7,6469,0.65,5600.0
Punjab,Patiala,Maize,Kaveri-50 (South India),1227.791874450656,26.71488360192664,7.02,20.4,66,1,1921,1.74,5033.55
Andhra Pradesh,Krishna,Wheat,HD-2967 (North-West India),1208.6879785111987,23.88815665266948,6.86,31.6,55,1,6443,3.73,4080.98
Uttar Pradesh,Agra,Rice,IR-64 (Andhra/Telangana),884.3401056681913,28.350932104795127,6.32,35.8,59,4,1933,3.84,5675.61
Uttar Pradesh,Lucknow,Rice,MTU-1010 (AP/Telangana),839.3253130436796,20.8849644008597,6.23,20.8,81,0,6564,3.13,4397.91
Karnataka,Mysuru,Sugarcane,Co-0238 (UP/North India),929.8241762555044,27.26564033846001,6.67,24.3,76,1,4651,2.91,80315.05
Maharashtra,Nashik,Wheat,PBW-343 (Punjab/Haryana),787.5812317134439,33.56164813577051,6.41,23.2,55,3,5434,4.43,3193.42
Punjab,Patiala,Cotton,RCH-659 (South & Central India),763.0925303713034,25.93270857002065,5.99,24.1,53,3,1518,2.62,1097.44
Andhra Pradesh,Guntur,Wheat,HW-2045 (North India),750.6588086156294,25.793141090023504,6.78,19.0,83,2,2716,3.74,3615.11
Karnataka,Bengaluru Rural,Rice,Sona-Masoori (South India),688.4100700282568,25.452823213037806,6.21,23.0,63,1,4837,2.79,4693.41
Maharashtra,Aurangabad,Sugarcane,Co-94012 (South India),915.6690125404946,27.81449657019684,6.91,9.8,63,0,5614,2.32,79705.46
Maharashtra,Aurangabad,Maize,HQPM-1 (Karnataka/AP),701.5533689952576,28.02274670513025,6.38,24.3,62,6,6817,2.01,4008.56
Karnataka,Bengaluru Rural,Maize,Kaveri-50 (South India),1111.7366254424785,28.01278220335455,6.31,16.2,68,3,6024,0.75,4323.68
Andhra Pradesh,Nellore,Cotton,JKCH-1947 (Gujarat/MH),770.6034868834316,26.45609179439782,6.18,29.4,59,4,3980,3.88,1761.51
Karnataka,Dharwad,Rice,IR-64 (Andhra/Telangana),760.9620179266665,26.05832956025357,6.22,24.4,61,6,3289,3.47,4782.1
Maharashtra,Pune,Rice,IR-64 (Andhra/Telangana),655.2880404191634,26.466118834552933,6.82,31.0,73,6,5039,1.95,5202.84
Punjab,Amritsar,Wheat,PBW-343 (Punjab/Haryana),,24.83266650269022,,,65,3,6503,2.81,3258.05
Punjab,Patiala,Rice,IR-64 (Andhra/Telangana),930.535178518512,32.80859800842622,7.22,21.0,64,2,1917,4.29,4973.89
Maharashtra,Aurangabad,Wheat,HW-2045 (North India),528.9858337689162,26.770361263108573,7.22,25.4,57,1,5476,1.48,2513.57
Maharashtra,Nagpur,Cotton,RCH-659 (South & Central India),573.157554442259,21.90744752926807,6.12,10.2,80,5,2664,2.12,1145.5
